name,age,height_cm,weight_kg,overall,value_eur,preferred_foot,team_position,shooting,passing,defending,attacking_crossing,attacking_finishing,attacking_heading_accuracy,skill_dribbling,skill_curve,skill_fk_accuracy,skill_ball_control,movement_sprint_speed,movement_reactions,power_jumping,power_stamina,power_strength
C. Tovar,22,182,70,58,210000,Right,SUB,24,33,59,20,20,55,29,21,21,46,66,58,73,63,59
B. Warland,23,185,82,60,240000,Left,SUB,24,37,60,36,22,59,38,24,26,53,54,54,69,66,78
Han Yong Su,30,184,80,62,250000,Right,SUB,24,45,60,24,18,62,53,29,28,60,55,57,75,40,72
E. Alkan,26,191,86,61,275000,Right,SUB,24,32,61,20,19,62,32,26,29,39,55,54,68,59,81
J. Khmiri,22,192,85,60,300000,Right,SUB,24,40,58,34,19,63,36,25,29,43,55,54,64,54,79
C. Achim,24,188,78,61,300000,Right,SUB,24,32,62,21,19,62,29,28,20,44,60,61,74,68,73
Kim Dong Jin,27,177,74,62,300000,Left,SUB,24,37,62,46,21,55,34,26,34,59,70,59,76,71,75
S. Adewoye,20,181,81,60,325000,Right,SUB,24,39,59,24,20,59,35,34,28,43,68,53,68,52,76
F. Lach,23,190,80,61,325000,Right,SUB,24,42,61,31,17,62,51,22,30,54,54,57,74,57,77
W. Omsberg,24,193,82,61,325000,Right,SUB,24,40,61,28,20,66,28,30,24,37,52,55,74,61,72
D. Tursunov,25,187,79,62,350000,Right,SUB,24,41,63,22,18,60,26,29,21,31,60,59,71,69,73
Erico,30,185,81,64,375000,Right,SUB,24,51,63,59,18,63,57,29,29,57,69,67,70,70,71
N. Wood,18,185,75,60,450000,Right,SUB,24,39,61,30,19,56,38,35,22,46,71,50,70,53,67
D. Carlson,22,186,82,64,575000,Left,SUB,24,53,59,68,19,52,65,41,26,60,65,57,49,64,70
D. Oko,23,190,83,64,600000,Right,SUB,24,35,64,22,18,66,27,24,28,52,35,61,74,53,83
T. Iwanami,26,186,72,66,725000,Right,SUB,24,53,65,24,15,67,30,25,28,63,65,65,77,70,71
T. Fontaine,29,184,78,68,750000,Left,SUB,24,52,67,60,18,67,18,26,29,60,67,67,83,64,80
X. Arreaga,25,183,75,66,775000,Right,SUB,24,37,69,23,18,78,25,30,22,31,50,54,70,76,66
D. Bates,23,190,83,66,800000,Right,SUB,24,41,66,25,22,69,33,21,26,52,65,63,77,57,77
O. Tymchyk,23,180,67,66,850000,Right,SUB,24,48,64,64,22,53,46,28,34,42,72,67,57,70,44
H. Hermannsson,25,190,84,67,875000,Right,SUB,24,50,65,31,19,68,51,25,22,59,48,62,82,68,78
M. Roberts,29,193,81,69,875000,Right,SUB,24,40,70,23,21,73,33,24,29,55,61,69,83,62,80
W. Ditta,23,180,80,66,950000,Right,SUB,24,46,62,25,22,66,46,24,22,60,58,62,79,69,83
G. Margreitter,31,186,87,70,1300000,Right,SUB,24,47,71,35,16,74,39,37,20,45,48,69,72,60,82
M. Oikonomou,27,189,85,70,1900000,Right,SUB,24,46,72,30,14,71,48,20,22,53,64,59,74,61,86
J. Elliott,24,196,82,70,2100000,Right,SUB,24,45,70,21,21,68,44,25,21,60,59,67,71,85,75
C. Johansson,26,185,80,64,475000,Right,CB,25,43,63,27,23,63,39,29,25,51,54,59,72,63,75
S. Notaroberto,22,183,75,60,300000,Left,LB,25,46,56,65,22,55,52,33,27,60,62,54,59,68,59
R. Opruț,22,181,70,64,625000,Left,LB,25,50,60,60,21,58,50,44,31,59,69,60,64,71,68
Y. Sasman,23,182,79,65,650000,Left,LB,25,46,67,54,24,66,58,29,28,60,68,52,65,69,60
Y. Mosquera,35,185,73,65,160000,Left,LCB,25,48,62,35,27,67,37,32,22,65,54,65,71,35,85
M. Nanizayamo,22,191,88,58,180000,Left,LCB,25,39,56,26,23,64,30,31,26,42,66,44,77,58,83
L. Scales,21,193,86,58,210000,Left,LCB,25,47,57,32,19,58,55,33,21,49,54,49,55,54,77
C. Dinu,31,175,70,62,220000,Left,LCB,25,53,58,64,24,45,62,26,30,63,48,63,59,67,67
Y. Vílchez,25,180,73,61,300000,Right,LCB,25,38,63,30,18,61,23,23,28,51,60,60,70,61,63
F. Ilie,28,188,83,63,350000,Left,LCB,25,39,62,25,23,65,32,26,30,38,60,59,70,66,80
A. Muhamedbegovic,21,186,75,63,500000,Left,LCB,25,45,63,35,20,60,35,34,22,45,54,63,53,62,71
S. Al Rubaie,26,187,81,64,525000,Right,LCB,25,44,63,31,20,65,26,23,27,55,62,58,67,61,77
E. Hovland,31,191,90,69,775000,Right,LCB,25,47,68,38,22,67,34,25,23,59,62,69,70,62,89
F. Tingager,27,198,94,67,800000,Right,LCB,25,49,68,40,19,75,48,30,21,56,34,63,48,65,87
F. Luckeneder,26,190,73,67,850000,Left,LCB,25,38,70,29,17,70,29,31,27,49,53,65,53,66,69
Y. Letard,21,188,86,65,975000,Right,LCB,25,38,65,32,20,63,38,29,23,52,78,62,78,71,77
Lucas Possignolo,26,187,79,68,1000000,Right,LCB,25,44,68,29,22,66,44,28,25,52,55,67,87,68,72
J. Worrall,23,190,90,72,3900000,Right,LCB,25,47,73,39,20,73,35,27,29,53,63,69,76,74,78
R. Le Normand,23,187,81,75,8500000,Right,LCB,25,52,77,35,19,74,32,29,25,68,61,63,80,53,82
Liu Le,31,184,78,54,50000,Left,LM,25,35,53,45,23,40,44,30,30,35,70,53,61,65,60
D. Ouédraogo,21,185,75,61,350000,Left,LWB,25,42,63,31,18,60,41,34,49,58,64,51,70,58,65
M. Al Sharimi,25,175,71,57,120000,Right,RB,25,42,53,47,21,47,43,29,24,55,65,53,77,62,66
S. Bauer,27,183,77,64,475000,Right,RB,25,41,67,45,20,61,37,32,27,42,63,63,67,63,71
Y. Abdioğlu,30,181,81,61,200000,Right,RCB,25,36,62,21,21,52,27,22,24,55,55,60,70,61,62
D. Fox,26,186,80,61,275000,Right,RCB,25,42,60,36,20,63,48,22,27,51,70,58,79,66,69
G. Del Castillo,29,187,81,63,300000,Right,RCB,25,45,63,32,23,59,49,34,24,69,54,59,58,68,65
A. Pițian,24,192,89,62,350000,Right,RCB,25,40,60,29,23,63,35,26,21,56,49,54,76,58,80
K. Tshiembe,23,185,83,62,400000,Right,RCB,25,45,59,35,19,62,41,34,26,56,74,58,70,62,74
S. Wootton,28,188,78,65,525000,Right,RCB,25,47,65,45,16,67,52,23,18,57,53,54,75,69,76
P. Bardy,27,182,71,65,550000,Right,RCB,25,46,66,26,18,69,57,38,28,65,60,61,70,57,60
F. Knudsen,23,190,83,64,625000,Right,RCB,25,40,62,31,18,63,32,23,23,50,58,61,83,65,79
L. Klemenz,24,191,88,65,625000,Right,RCB,25,38,64,29,22,66,26,28,26,48,69,58,82,61,86
J. Willis,25,180,70,66,750000,Right,RCB,25,48,65,43,15,66,54,49,29,60,78,58,81,68,77
Luan,24,186,68,66,775000,Right,RCB,25,40,67,26,19,66,32,27,25,52,55,65,60,72,64
Ha Chang Rae,25,188,82,66,775000,Right,RCB,25,41,66,20,23,64,39,26,23,56,53,66,70,68,80
E. Ntim,24,179,72,66,825000,Right,RCB,25,53,67,56,21,67,49,34,29,53,76,55,80,67,72
P. Wiśniewski,21,195,88,65,850000,Right,RCB,25,42,65,36,16,58,36,24,29,49,91,63,54,55,85
R. Bormuth,24,190,87,68,1100000,Right,RCB,25,39,68,20,21,67,39,60,28,56,79,66,82,60,84
I. Runje,29,192,87,70,1500000,Right,RCB,25,50,70,35,15,71,36,24,22,55,47,62,58,71,90
D. Aimar,25,182,80,70,2200000,Right,RCB,25,44,70,22,19,70,22,31,28,69,63,69,74,54,74
J. Aidoo,24,180,80,74,7000000,Right,RCB,25,40,73,29,18,76,35,24,28,48,77,65,85,77,91
K. Manolas,29,189,83,83,24500000,Right,RCB,25,42,85,27,25,80,54,30,10,65,83,81,86,69,81
Wang Zhenghao,20,185,74,47,35000,Right,RES,25,29,45,20,20,46,35,20,25,30,49,45,69,58,55
Ma Defu,21,181,77,49,35000,Right,RES,25,27,50,21,23,48,23,22,25,33,55,44,65,62,58
J. Woodiwiss,17,182,74,50,45000,Right,RES,25,27,50,25,23,44,31,21,21,38,65,46,68,53,67
C. Walls,17,188,78,50,50000,Left,RES,25,40,51,39,21,51,32,25,33,37,37,41,54,51,63
B. Montaño,18,176,70,48,60000,Left,RES,25,27,48,25,22,44,24,25,25,27,59,40,69,57,57
D. Bouah,18,177,74,49,60000,Right,RES,25,31,46,40,22,44,53,26,26,33,56,52,57,59,52
J. Bagan,18,180,70,50,60000,Left,RES,25,29,53,30,19,52,26,31,23,28,58,45,74,63,48
D. Boyle,18,186,74,50,60000,Right,RES,25,29,50,29,23,40,23,26,29,29,56,43,66,58,70
F. Medina,20,179,72,52,60000,Right,RES,25,30,48,47,21,35,51,31,30,42,62,46,56,61,51
Sun Kai,29,178,72,54,60000,Left,RES,25,45,47,48,18,50,39,51,38,48,64,47,53,75,63
B. Copping,18,176,61,51,70000,Right,RES,25,33,51,32,21,44,28,26,21,30,56,43,73,53,67
Z. Al Oyouni,17,174,69,51,70000,Right,RES,25,35,48,43,22,43,42,24,29,41,69,45,63,59,56
J. Gubbins,18,182,75,51,70000,Right,RES,25,31,53,26,25,51,27,31,24,33,57,45,60,48,57
I. Doukouré,16,180,70,51,80000,Right,RES,25,28,53,23,20,48,31,31,22,30,68,45,67,55,51
B. Sass-Davies,20,185,79,51,80000,Right,RES,25,33,50,28,24,48,35,25,26,30,55,43,57,54,72
O. Ozkara,19,178,72,52,80000,Right,RES,25,34,53,21,23,51,24,27,26,34,57,48,74,59,52
G. Bucci,17,182,74,52,90000,Left,RES,25,31,51,26,22,51,33,28,41,33,65,44,77,46,66
C. Salomón,20,184,68,53,90000,Right,RES,25,43,53,30,25,56,43,30,21,36,58,42,69,63,59
E. McCue,19,192,84,52,100000,Right,RES,25,37,51,22,22,49,28,25,24,35,52,46,66,59,75
N. Al Rashidi,25,178,62,56,100000,Right,RES,25,43,57,32,20,53,29,23,24,40,63,55,72,60,67
J. Bateman,21,183,79,53,110000,Right,RES,25,33,55,30,21,48,28,22,23,31,52,47,68,58,62
H. Salem,22,179,70,55,110000,Left,RES,25,47,50,53,20,46,53,35,34,51,69,49,58,57,49
M. Lassen,19,181,74,53,120000,Right,RES,25,35,49,48,22,46,46,26,28,45,73,50,60,52,50
M. Jacob,19,188,79,53,120000,Left,RES,25,37,51,51,24,48,53,33,31,42,59,48,61,53,61
J. Sanders,21,197,88,53,120000,Right,RES,25,33,52,31,22,50,32,22,30,38,57,48,68,58,69
J. Vega,25,175,70,57,120000,Left,RES,25,42,56,45,25,45,54,32,29,52,60,51,55,63,47
L. Tagesson,18,178,67,54,130000,Right,RES,25,35,45,55,26,37,53,27,33,48,61,50,62,77,43
Yun Ji Hyeok,22,190,85,56,130000,Right,RES,25,35,53,29,24,54,24,21,26,39,61,59,70,61,81
C. Pastina,19,185,80,54,140000,Left,RES,25,43,54,40,18,53,41,32,29,47,53,45,61,42,63
D. Haimerl,17,187,74,56,140000,Right,RES,25,35,54,29,20,57,40,33,25,41,63,51,77,63,66
K. Tsunemoto,21,173,64,57,140000,Right,RES,25,46,55,52,21,52,36,29,30,51,65,46,68,54,43
P. Malumandsoko,20,184,78,57,150000,Right,RES,25,40,57,34,19,52,26,27,29,34,61,46,66,60,63
N. Pejović,21,185,79,57,150000,Right,RES,25,33,57,22,18,53,28,26,28,38,55,51,71,63,72
R. Romeo,20,193,84,55,160000,Right,RES,25,34,53,24,21,54,29,24,21,49,65,49,71,60,67
S. Woods,21,186,77,56,160000,Right,RES,25,35,57,26,20,55,32,30,21,38,36,55,63,50,64
Arambarri,22,186,76,58,180000,Right,RES,25,34,58,35,16,55,25,16,38,36,58,51,71,67,70
F. Tauchhammer,18,183,64,57,200000,Right,RES,25,46,55,52,17,46,54,29,28,56,63,47,55,45,44
H. Tombakti,21,178,74,58,250000,Right,RES,25,33,58,22,22,55,21,23,31,33,64,54,63,60,74
D. Hoyo-Kowalski,16,189,75,59,325000,Right,RES,25,34,61,27,18,52,24,35,30,39,66,57,76,68,70
N. Kawaguchi,26,177,72,62,325000,Right,RES,25,38,63,60,19,46,43,28,23,54,66,56,65,60,70
T. Washington,26,178,77,63,375000,Left,RES,25,41,63,51,22,54,20,28,23,52,74,66,73,55,58
A. Bella-Kotchap,18,190,87,62,575000,Right,RES,25,39,63,31,20,58,33,22,22,46,74,46,75,58,79
S. Ngezana,22,185,77,65,675000,Right,RES,25,34,68,20,24,74,29,25,29,57,69,50,66,71,70
S. Çiftpınar,27,181,78,68,950000,Right,RES,25,43,71,32,23,73,35,22,22,48,62,67,72,65,75
V. Bondar,21,184,76,68,1400000,Right,RES,25,38,70,27,16,58,39,25,24,50,73,59,69,70,75
R. van Drongelen,21,185,81,71,3500000,Left,RES,25,58,71,46,20,72,47,44,50,60,62,60,77,71,80
Yan Zihao,25,178,74,53,70000,Left,RM,25,29,51,40,22,38,50,30,25,38,62,52,65,80,55
Ma Chongchong,29,183,75,51,30000,Left,SUB,25,32,51,45,23,34,51,28,25,32,59,46,61,54,55
L. Florică,17,181,65,51,70000,Right,SUB,25,41,43,48,23,32,47,34,31,44,64,48,35,54,37
M. Raimondo-Metzger,28,187,85,56,80000,Right,SUB,25,35,55,25,19,59,32,25,24,38,53,49,62,55,72
F. Cousin-Dawson,17,184,74,52,90000,Right,SUB,25,30,51,29,23,45,34,29,25,35,69,44,76,59,70
J. Fielding,20,188,75,52,90000,Right,SUB,25,34,50,39,24,44,38,27,20,46,64,48,67,62,72
T. Beason,23,185,79,55,100000,Left,SUB,25,35,58,28,21,58,28,27,21,31,61,48,73,61,63
D. Bashlay,30,183,76,58,100000,Right,SUB,25,35,57,27,22,54,31,24,25,41,64,49,68,62,68
N. Jenssen,18,183,75,53,110000,Right,SUB,25,32,53,30,19,52,28,27,27,40,55,50,67,52,66
B. Horton,19,178,75,53,120000,Left,SUB,25,33,52,41,23,41,54,30,51,42,60,52,59,60,57
P. Flottmann,23,191,85,56,120000,Right,SUB,25,33,54,22,22,56,31,22,29,45,58,49,75,65,75
Kim Woo Suk,23,187,74,56,130000,Right,SUB,25,37,54,37,22,63,30,21,21,44,48,59,72,68,64
N. Abbey,16,187,71,54,140000,Left,SUB,25,41,54,27,25,56,42,29,22,46,74,48,62,51,58
T. Holmes,20,184,82,54,140000,Right,SUB,25,41,54,28,20,53,36,26,25,40,57,45,73,55,66
F. Rahimi,22,187,84,57,140000,Right,SUB,25,40,54,29,23,57,49,29,21,58,71,50,64,61,68
W. Błyszko,20,197,89,55,160000,Right,SUB,25,31,55,28,19,49,25,31,28,36,53,49,65,60,81
A. Barry,20,185,78,57,160000,Right,SUB,25,30,60,30,22,58,31,26,27,28,58,60,72,62,70
R. Atkinson,21,193,85,58,160000,Left,SUB,25,39,60,26,21,60,39,29,19,49,48,52,33,34,74
R. Al Otaibi,20,170,57,56,180000,Right,SUB,25,48,51,53,22,42,50,29,29,49,70,51,63,56,39
Y. Amankwah,19,189,78,56,180000,Right,SUB,25,37,55,28,21,55,38,20,29,44,61,55,66,61,71
J. Cifuentes,21,182,77,56,190000,Right,SUB,25,40,56,26,20,55,24,26,24,33,67,47,65,69,66
Huang Zhengyu,23,178,73,58,200000,Right,SUB,25,48,60,54,24,44,55,27,33,56,69,59,60,62,58
P. Webber,21,183,70,57,210000,Right,SUB,25,39,55,23,22,59,29,22,31,44,60,51,72,56,70
J. Widdowson,31,183,77,62,220000,Left,SUB,25,43,59,50,15,57,57,32,32,51,78,53,70,76,66
Kim Young Bin,28,184,79,61,250000,Right,SUB,25,42,60,52,18,68,30,23,25,46,63,60,70,69,78
J. Holúbek,29,180,79,62,250000,Left,SUB,25,48,57,61,20,35,60,47,32,57,69,55,65,69,67
J. McNerney,30,193,84,62,250000,Right,SUB,25,37,61,22,21,63,25,21,35,42,49,54,83,34,82
S. Sama,27,189,87,61,275000,Right,SUB,25,37,59,22,18,62,39,31,32,48,53,54,58,52,83
P. Petlach,21,184,80,60,300000,Right,SUB,25,31,60,26,18,60,32,24,29,42,55,56,58,38,78
T. Baack,21,183,79,59,325000,Right,SUB,25,40,62,28,21,57,34,22,27,42,56,50,83,52,60
Diego Ferraresso,28,171,71,63,325000,Right,SUB,25,54,59,60,21,45,65,25,38,58,60,61,64,66,71
S. Foss,21,185,80,61,350000,Right,SUB,25,41,62,34,20,61,34,27,24,42,56,60,76,59,69
L. Jackson,25,194,83,62,350000,Left,SUB,25,37,62,37,21,64,40,26,23,47,56,47,89,69,88
M. Chana,21,182,80,61,375000,Right,SUB,25,36,62,26,20,59,33,28,23,48,71,57,72,55,71
J. Medić,21,193,91,61,375000,Right,SUB,25,32,63,28,19,64,27,22,26,32,64,50,52,60,79
E. Girdvainis,27,188,82,63,375000,Right,SUB,25,48,64,35,19,62,34,35,26,43,61,61,72,63,75
Yu Yang,30,183,72,64,375000,Right,SUB,25,45,63,19,17,67,36,33,30,57,65,60,67,74,73
S. Stasik,21,172,70,61,400000,Right,SUB,25,47,56,56,21,56,61,43,29,57,74,53,65,74,64
H. Brockbank,21,180,73,61,400000,Right,SUB,25,43,60,53,17,57,57,34,26,58,68,51,74,68,71
M. Rodin,24,193,80,62,400000,Right,SUB,25,35,64,23,20,55,33,26,27,44,53,52,74,63,77
M. Ehmann,19,189,78,60,425000,Right,SUB,25,40,58,24,23,58,33,22,28,54,63,58,73,60,73
D. Thiam,30,179,67,65,425000,Left,SUB,25,45,64,53,24,60,54,29,25,51,72,58,70,78,68
T. Keller,20,186,80,62,450000,Right,SUB,25,33,63,28,24,67,33,23,21,39,59,58,73,58,72
R. Tihi,18,185,85,61,475000,Right,SUB,25,45,59,25,19,61,51,26,26,58,66,53,71,65,76
N. Díaz,21,178,74,63,575000,Left,SUB,25,48,62,24,16,63,59,23,24,59,67,57,74,80,71
T. Al Absi,27,177,72,65,575000,Right,SUB,25,38,66,31,17,59,39,28,23,55,57,59,79,68,78
M. Caufriez,23,189,84,65,650000,Right,SUB,25,47,66,27,18,62,37,23,25,59,55,63,45,66,76
A. Fuenmayor,23,184,80,65,750000,Right,SUB,25,39,66,27,24,61,27,29,21,45,65,64,74,63,71
C. Kobald,22,186,80,65,750000,Right,SUB,25,49,65,26,21,65,45,28,27,55,55,60,77,62,76
M. Al Fatil,28,179,72,67,750000,Right,SUB,25,43,68,28,18,70,36,25,12,55,54,58,77,70,76
M. Cestor,28,178,78,67,750000,Left,SUB,25,46,65,58,20,65,40,13,16,53,81,66,83,64,79
Martín,20,190,78,64,925000,Right,SUB,25,40,66,25,19,70,24,24,21,63,63,60,76,56,57
M. Ortíz,26,186,80,68,975000,Right,SUB,25,52,64,58,20,44,54,27,23,63,66,69,79,67,74
E. Amor,25,190,83,70,2200000,Right,SUB,25,46,71,35,18,65,49,30,17,56,51,63,72,62,83
P. Gouano,26,186,78,71,2500000,Right,SUB,25,50,71,32,20,74,45,28,26,57,62,68,77,65,78
R. Bennett,30,188,78,72,2500000,Right,SUB,25,46,73,27,20,73,24,22,25,48,43,65,73,51,77
N. Pérez,20,186,75,75,10000000,Right,SUB,25,46,77,21,21,71,28,21,32,63,61,77,74,73,73
A. Pearce,31,188,85,68,675000,Right,CB,26,44,69,30,16,72,35,27,30,49,35,64,70,66,81
C. Coll,28,178,64,59,130000,Left,LB,26,45,54,53,26,55,54,48,40,53,75,51,86,81,62
J. Hernández,23,175,72,60,250000,Left,LB,26,49,58,61,28,57,48,31,33,52,60,62,66,55,54
J. Lefort,26,184,84,70,2000000,Left,LB,26,59,71,67,22,64,61,46,33,68,65,70,67,81,73
R. Taylor,19,189,74,56,140000,Left,LCB,26,33,55,22,26,54,42,32,25,45,63,51,69,60,72
M. Reynolds,33,180,68,63,170000,Left,LCB,26,52,62,51,27,60,54,35,34,60,53,61,68,60,71
C. Hall,27,193,79,60,220000,Left,LCB,26,34,60,22,24,59,37,33,28,45,52,56,65,67,75
J. Shaughnessy,27,183,69,63,375000,Right,LCB,26,48,62,42,23,63,53,36,31,54,65,58,74,72,74
A. Gomis,27,185,83,63,375000,Left,LCB,26,35,62,28,21,61,29,22,25,47,66,48,71,63,85
C. Harries,23,185,75,61,400000,Left,LCB,26,55,61,52,17,60,53,58,40,61,59,61,74,63,70
C. Schösswendter,31,194,81,65,400000,Right,LCB,26,40,66,26,23,78,25,16,20,52,39,52,65,73,80
Lim Chai Min,29,188,82,67,725000,Right,LCB,26,39,67,22,20,69,32,24,23,50,79,64,50,69,82
M. Ross,19,191,81,64,775000,Right,LCB,26,48,63,44,22,63,50,26,20,59,64,55,72,69,75
J. Segovia,31,185,89,69,775000,Left,LCB,26,45,68,28,25,67,27,22,22,65,54,60,74,78,86
Shi Ke,27,184,80,67,825000,Right,LCB,26,44,67,34,19,65,31,24,25,56,65,78,71,75,75
R. Bushiri,20,187,91,65,850000,Right,LCB,26,37,63,24,17,64,33,23,31,52,67,60,67,64,88
P. Golubović,25,179,72,67,850000,Right,LCB,26,58,63,68,24,43,62,62,31,60,69,61,62,71,75
N. Hnid,23,191,79,67,950000,Right,LCB,26,44,67,24,21,68,38,21,25,55,64,62,63,65,74
G. Mera,30,187,87,70,1400000,Left,LCB,26,39,70,30,23,76,33,25,23,55,48,60,59,67,91
Y. Vorogovskiy,23,182,75,69,1300000,Left,LWB,26,56,68,64,23,65,53,29,41,62,69,62,67,69,64
L. Chambers,34,185,87,66,240000,Right,RB,26,51,66,52,23,66,45,34,17,54,53,64,77,84,77
O. Kakay,22,180,72,60,275000,Right,RB,26,40,58,43,24,52,58,31,31,56,71,55,61,58,57
M. Fraser,26,182,70,65,575000,Right,RB,26,46,64,51,23,48,52,26,33,52,72,49,68,70,77
D. Fisher,26,175,70,72,3400000,Right,RB,26,52,69,63,20,59,65,31,32,64,79,69,71,80,71
L. Legge,35,193,80,64,140000,Right,RCB,26,39,62,28,27,60,31,31,25,43,34,59,84,68,90
A. Tanghe,21,194,76,58,180000,Right,RCB,26,48,57,39,25,56,42,30,38,57,59,45,58,58,66
L. McNally,20,184,86,56,190000,Right,RCB,26,39,54,36,23,54,29,31,22,46,50,54,70,59,74
W. Smith,21,184,72,58,190000,Right,RCB,26,39,57,29,22,53,37,31,29,43,60,55,73,70,72
D. Jończy,23,189,83,58,190000,Right,RCB,26,30,58,26,26,59,27,26,28,30,61,52,72,61,83
I. Balaur,31,188,83,63,275000,Right,RCB,26,42,61,25,22,65,37,23,21,58,40,62,75,51,74
C. Diedhiou,32,191,76,65,350000,Right,RCB,26,36,66,25,24,66,35,28,32,39,64,53,75,60,77
M. Bauer,20,189,84,61,425000,Right,RCB,26,40,61,31,22,66,28,32,24,42,57,57,70,65,74
S. Puttkammer,31,192,81,66,475000,Right,RCB,26,46,66,22,24,66,32,29,27,57,32,60,70,67,80
L. Grace,27,189,81,64,500000,Right,RCB,26,42,63,22,25,60,56,29,25,55,60,60,80,64,79
J. Tunnicliffe,26,186,82,64,525000,Right,RCB,26,44,63,28,24,62,46,28,22,52,56,60,74,75,76
I. Villalba,25,182,85,64,550000,Right,RCB,26,49,63,38,21,61,37,36,23,60,65,65,75,62,76
B. Niňaj,26,191,85,65,575000,Right,RCB,26,49,65,50,20,60,42,24,24,50,46,60,34,69,84
J. Verlaat,24,192,91,65,625000,Right,RCB,26,43,65,29,21,70,40,25,27,52,54,62,33,38,91
A. Oshilaja,27,181,75,66,675000,Right,RCB,26,45,65,48,24,65,54,26,22,56,82,56,88,78,84
M. Schultz,27,194,89,66,675000,Right,RCB,26,42,66,29,23,69,52,24,22,57,54,60,55,66,84
J. Whatmough,23,190,78,66,900000,Right,RCB,26,47,66,27,24,65,41,26,27,56,69,61,81,72,78
C. Richards,20,188,79,66,1300000,Right,RCB,26,45,65,36,23,73,45,20,24,58,77,59,90,73,74
B. Poulain,32,189,83,71,1500000,Right,RCB,26,57,75,43,23,74,38,35,36,56,33,68,34,66,80
Jang Hyeon Soo,28,187,77,72,2700000,Right,RCB,26,49,72,26,23,74,61,22,25,66,68,64,70,69,82
R. Schunke,28,185,78,72,3000000,Right,RCB,26,48,69,36,21,70,39,32,26,73,59,68,77,69,86
M. Tahrat,30,193,84,69,850000,Right,RDM,26,54,68,31,19,65,46,31,29,64,49,63,78,69,83
A. Bennett,38,188,85,56,20000,Right,RES,26,31,57,19,22,56,19,20,16,41,29,50,30,29,76
M. Ceïde,18,178,70,50,45000,Right,RES,26,27,51,22,18,50,23,26,22,30,56,47,65,60,48
D. Aravena,19,170,70,48,50000,Left,RES,26,27,49,24,24,46,21,27,28,29,64,49,72,63,56
C. Widell,17,180,70,50,50000,Right,RES,26,38,49,30,23,46,38,31,26,40,44,41,54,61,66
Huang Chuang,23,185,70,51,50000,Right,RES,26,31,53,31,21,58,23,23,26,30,59,48,64,55,57
J. Lewis,20,178,65,51,60000,Right,RES,26,28,53,27,22,46,28,29,23,32,63,49,66,70,52
J. Majsterek,20,185,75,52,60000,Right,RES,26,37,51,29,21,47,31,30,30,32,54,46,71,58,62
J. Tiensia,19,179,67,51,70000,Left,RES,26,34,47,47,23,39,56,30,28,40,56,48,56,64,44
G. Stanger,19,191,80,51,70000,Right,RES,26,34,51,35,23,44,36,32,30,37,57,50,57,59,64
Iñaki Astiz,36,185,74,63,70000,Right,RES,26,46,62,33,20,66,28,22,27,54,42,63,71,33,64
L. Hagiu,17,179,65,51,80000,Right,RES,26,31,52,26,22,50,25,25,28,32,62,51,69,51,44
F. Şeker,28,180,74,56,80000,Right,RES,26,44,56,48,25,46,46,28,31,42,61,52,57,57,57
A. Nyhagen,21,181,65,54,90000,Left,RES,26,34,50,45,23,44,53,31,28,45,76,51,63,55,46
E. Wassall,22,183,81,54,90000,Right,RES,26,30,56,28,25,49,24,24,30,51,60,48,65,60,61
J. Hancott,19,178,70,52,100000,Left,RES,26,36,50,46,26,39,46,29,26,39,61,52,60,52,50
B. Taylor,21,184,75,52,100000,Right,RES,26,27,53,30,21,50,28,26,23,31,59,47,65,55,71
A. Jones,18,184,72,53,110000,Right,RES,26,35,49,47,23,47,52,28,30,41,59,51,60,64,62
M. Weaire,18,190,75,53,110000,Right,RES,26,34,54,28,19,59,29,26,29,32,57,45,62,52,64
Y. Hussain,19,187,72,55,110000,Left,RES,26,31,56,20,24,60,28,27,20,32,65,52,73,56,68
Kim Min Duk,23,183,78,55,110000,Right,RES,26,34,56,23,21,52,35,21,23,48,60,51,72,64,61
S. Junqua,23,183,79,56,110000,Left,RES,26,43,53,53,25,44,59,32,32,53,65,53,58,54,61
F. Domi,19,167,65,53,120000,Left,RES,26,35,53,42,25,47,56,30,32,38,58,48,61,56,39
S. Skogen,19,180,70,53,120000,Right,RES,26,32,54,24,23,53,28,28,27,36,63,47,70,53,59
H. Ransom,20,182,70,53,120000,Right,RES,26,40,52,24,20,55,34,26,27,33,55,45,68,52,66
U. Ünlü,17,171,73,53,120000,Left,RES,26,34,50,45,22,46,55,31,28,43,70,56,64,58,40
J. Dunn,19,185,76,53,120000,Right,RES,26,31,53,20,21,53,27,21,23,38,55,45,70,56,66
B. Verkerken,19,162,55,54,120000,Left,RES,26,47,51,52,21,41,50,31,32,55,62,35,67,49,25
F. Fallatah,31,176,63,59,120000,Right,RES,26,35,57,30,18,49,30,29,29,52,52,53,82,76,77
P. Koller,18,186,77,54,130000,Right,RES,26,36,51,23,21,54,33,27,22,43,55,43,70,50,72
M. Mitchell-Nelson,19,188,73,55,130000,Right,RES,26,34,54,25,23,51,38,28,20,42,64,50,67,65,73
Q. Lajami,24,178,75,56,130000,Left,RES,26,39,56,45,24,51,41,30,35,44,66,51,64,51,73
M. Crocchianti,24,185,79,56,130000,Right,RES,26,33,58,31,20,50,32,27,27,41,55,50,71,57,65
B. Doucouré,21,192,80,56,130000,Right,RES,26,37,54,31,22,68,32,21,30,43,40,44,35,46,85
